constellation,environment,elevation_deg,cn0_dbhz,num_satellites,pdop,position_error_m,multipath_index
GPS,Open Sky,78.04,41.27,10,2.106,2.5207,0.0479
BeiDou,Urban Canyon,9.84,28.12,7,3.738,5.7251,0.5186
BeiDou,Urban Canyon,18.4,39.83,8,2.544,4.4213,0.6787
GPS,Urban Canyon,34.26,30.85,5,4.235,7.0062,0.6309
GPS,Open Sky,37.63,33.98,9,2.451,0.1,0.2406
GPS,Urban Canyon,14.16,39.33,5,4.533,3.9683,0.5837
BeiDou,Urban Canyon,23.18,35.51,8,4.905,6.0286,0.7587
GPS,Urban Canyon,22.94,43.39,6,4.04,6.2048,0.5862
Galileo,Urban Canyon,50.36,33.36,4,6.575,5.3717,0.6696
Galileo,Urban Canyon,28.16,32.76,8,4.425,5.0956,0.4212
GLONASS,Urban Canyon,29.5,32.53,4,1.864,4.1115,0.515
Galileo,Urban Canyon,42.36,36.32,4,4.035,5.0197,0.9093
Galileo,Open Sky,76.57,47.39,11,1.646,1.6097,0.1753
BeiDou,Open Sky,8.39,39.36,9,1.746,1.5884,0.1676
GPS,Urban Canyon,12.91,32.13,5,6.775,7.569,0.7799
BeiDou,Urban Canyon,32.77,40.05,6,2.101,4.4817,0.7698
GPS,Open Sky,59.91,35.18,8,5.0,3.4112,0.1844
Galileo,Open Sky,50.92,42.93,8,1.517,0.1,0.4338
BeiDou,Urban Canyon,45.6,35.28,6,4.684,4.4522,0.9369
GLONASS,Urban Canyon,24.96,35.04,11,3.23,6.1944,0.3547
GLONASS,Urban Canyon,38.11,30.54,4,6.38,7.1131,0.7713
GPS,Open Sky,48.84,36.45,13,1.705,1.4028,0.2662
Galileo,Urban Canyon,28.15,36.85,7,4.856,5.7204,0.2922
Galileo,Urban Canyon,22.77,39.4,8,4.661,4.1944,0.8999
Galileo,Open Sky,25.3,41.69,11,1.74,1.2342,0.1138
Galileo,Open Sky,42.94,44.86,9,1.456,1.265,0.0459
GPS,Urban Canyon,27.58,40.45,5,2.859,4.4459,0.5962
GPS,Open Sky,40.13,40.28,14,1.0,0.6461,0.0085
GPS,Urban Canyon,14.01,37.61,7,2.595,4.0683,0.4433
Galileo,Urban Canyon,37.1,40.07,7,3.591,4.4023,0.5761
GPS,Urban Canyon,18.49,36.18,7,2.988,3.2153,0.7333
BeiDou,Open Sky,41.33,41.09,14,2.176,2.1667,0.0912
GLONASS,Urban Canyon,16.16,45.47,8,3.573,5.7966,0.6718
GPS,Open Sky,49.84,38.52,13,2.354,1.7992,0.0647
GLONASS,Urban Canyon,30.81,39.82,7,5.789,6.726,0.8068
BeiDou,Open Sky,65.13,38.49,11,1.748,1.1532,0.1407
GPS,Urban Canyon,38.19,38.47,5,3.203,2.8043,0.7273
GPS,Urban Canyon,32.18,39.71,8,5.869,3.8294,0.3549
GPS,Open Sky,58.61,42.2,11,1.332,0.1,0.4157
GPS,Open Sky,47.53,38.45,13,1.0,2.3836,0.0641
GLONASS,Urban Canyon,33.89,43.85,5,3.319,5.5966,0.625
BeiDou,Open Sky,33.35,44.93,11,1.287,0.1,0.2459
GPS,Open Sky,36.4,41.03,13,1.039,1.8886,0.3287
GLONASS,Open Sky,36.58,41.48,10,1.34,2.356,0.099
GPS,Urban Canyon,24.41,42.02,6,3.708,3.7428,0.6446
Galileo,Urban Canyon,36.23,32.54,10,5.966,5.1805,0.7277
GLONASS,Open Sky,45.34,42.76,8,1.69,1.6124,0.2883
Galileo,Urban Canyon,49.45,27.75,6,3.386,5.1867,0.4735
GPS,Open Sky,53.32,37.97,11,1.634,1.3915,0.148
Galileo,Open Sky,54.26,42.56,10,1.445,0.378,0.3753
BeiDou,Open Sky,55.48,39.83,13,1.407,2.3137,0.0817
GPS,Open Sky,29.96,42.21,9,1.465,1.0677,0.028
GPS,Open Sky,26.34,49.09,9,1.633,2.0612,0.0488
GPS,Urban Canyon,5.0,33.02,10,3.361,4.032,0.4054
Galileo,Open Sky,57.5,34.81,11,1.189,1.4486,0.2377
Galileo,Urban Canyon,13.44,34.03,9,5.228,4.6806,0.5812
GLONASS,Open Sky,66.44,43.77,11,1.956,2.4753,0.0611
GLONASS,Open Sky,48.82,46.11,12,4.877,3.2115,0.092
BeiDou,Open Sky,33.52,49.02,11,1.841,1.2257,0.1685
BeiDou,Urban Canyon,19.91,33.92,8,2.85,4.7488,0.6514
GPS,Urban Canyon,18.1,30.8,5,2.26,3.9393,0.7327
Galileo,Open Sky,31.71,35.27,10,2.185,2.3805,0.0924
GPS,Open Sky,72.82,43.24,11,2.324,0.5596,0.4406
GPS,Open Sky,51.84,43.0,8,2.052,3.0772,0.2009
BeiDou,Urban Canyon,23.03,38.9,5,4.013,5.0151,0.6692
GLONASS,Open Sky,27.33,42.23,10,1.966,1.7564,0.0898
BeiDou,Urban Canyon,40.69,32.8,8,2.992,4.337,0.7472
Galileo,Open Sky,49.04,43.1,15,1.313,1.129,0.0932
Galileo,Open Sky,37.48,28.98,12,1.451,1.9305,0.0565
Galileo,Urban Canyon,29.53,33.65,6,4.871,4.4447,0.378
GPS,Open Sky,44.09,41.28,10,1.005,2.477,0.0994
GPS,Open Sky,37.33,38.36,8,1.53,2.8124,0.028
Galileo,Urban Canyon,30.27,33.26,10,2.579,5.0194,0.5714
GPS,Open Sky,60.31,44.08,11,1.75,0.2575,0.0551
BeiDou,Open Sky,5.0,45.87,10,2.61,1.649,0.167
GPS,Open Sky,49.82,37.58,10,1.579,1.1294,0.2634
GPS,Open Sky,62.7,42.74,8,1.315,3.1883,0.05
GLONASS,Urban Canyon,33.6,35.83,7,3.83,5.9299,0.7165
GPS,Open Sky,35.98,42.66,10,2.138,1.7273,0.0462
BeiDou,Urban Canyon,31.23,34.97,5,3.495,4.371,0.4439
GLONASS,Urban Canyon,28.48,43.0,6,3.313,5.0783,0.7483
GPS,Urban Canyon,49.15,41.6,4,4.394,3.8643,0.7135
GLONASS,Urban Canyon,25.0,37.62,7,3.109,5.0619,0.7048
GLONASS,Urban Canyon,31.61,37.4,8,2.736,4.2287,0.4745
GLONASS,Urban Canyon,33.09,31.75,9,4.056,3.8041,0.9122
BeiDou,Open Sky,69.62,42.46,9,1.0,2.8899,0.3004
GLONASS,Open Sky,51.47,37.76,10,1.35,1.5395,0.0459
Galileo,Urban Canyon,19.27,30.82,6,2.148,3.7178,0.6487
GPS,Open Sky,16.15,41.01,12,1.608,0.9337,0.1821
GLONASS,Urban Canyon,32.91,37.29,5,3.847,4.6942,0.7398
BeiDou,Open Sky,85.0,45.82,10,1.937,1.8267,0.1153
Galileo,Urban Canyon,24.88,28.21,9,2.521,6.6142,0.9182
GLONASS,Open Sky,37.73,44.22,12,2.294,0.9931,0.4555
Galileo,Urban Canyon,12.42,33.77,9,2.566,4.3611,0.8444
GLONASS,Open Sky,50.19,47.65,12,1.145,0.9341,0.1637
BeiDou,Open Sky,52.89,38.4,12,1.89,1.0227,0.0333
GPS,Urban Canyon,35.3,38.88,10,8.0,7.2638,0.7452
GPS,Urban Canyon,48.3,41.21,7,4.458,3.7949,0.5323
Galileo,Urban Canyon,12.71,30.2,7,2.631,1.708,0.7432
Galileo,Urban Canyon,47.41,31.15,4,2.321,4.1085,0.2806
Galileo,Open Sky,21.85,45.82,11,1.978,0.3121,0.1589
GPS,Urban Canyon,30.37,30.28,4,4.004,5.1671,0.6524
Galileo,Open Sky,56.6,47.4,9,1.86,0.7512,0.0254
Galileo,Open Sky,36.51,46.1,10,3.627,2.3232,0.1599
Galileo,Open Sky,44.49,38.36,11,1.079,2.2562,0.0237
GLONASS,Open Sky,37.15,37.98,14,1.978,1.5872,0.1258
GLONASS,Urban Canyon,12.91,32.49,9,3.3,3.7868,0.6501
GLONASS,Urban Canyon,11.83,28.78,6,4.258,6.1261,0.3861
GLONASS,Open Sky,58.05,44.96,14,1.281,3.7686,0.0299
GLONASS,Urban Canyon,30.78,34.78,6,2.948,6.2431,0.7819
Galileo,Open Sky,43.09,41.25,6,1.711,2.959,0.0681
GLONASS,Open Sky,69.16,39.12,14,2.73,1.3748,0.1751
GPS,Urban Canyon,21.26,32.16,5,4.03,5.1399,0.5931
GPS,Open Sky,67.54,46.4,11,1.295,1.0874,0.1847
Galileo,Open Sky,54.2,48.42,10,2.311,0.5881,0.2272
BeiDou,Urban Canyon,18.91,30.8,7,2.826,4.7167,0.6577
GLONASS,Open Sky,50.63,45.12,10,1.658,0.853,0.0383
GPS,Open Sky,35.35,40.07,14,1.239,0.5898,0.0075
Galileo,Urban Canyon,13.04,40.99,8,3.171,4.8912,0.2181
GPS,Open Sky,40.1,37.68,11,1.522,0.3098,0.2693
GLONASS,Urban Canyon,14.29,33.63,7,1.57,4.1919,0.5801
BeiDou,Urban Canyon,5.42,32.17,6,3.808,5.2194,0.6563
Galileo,Open Sky,48.79,44.0,15,1.704,2.1542,0.0065
Galileo,Open Sky,47.4,38.38,9,2.786,0.3116,0.0711
GPS,Open Sky,44.46,46.82,11,2.289,2.2051,0.1281
Galileo,Urban Canyon,56.62,29.39,11,3.354,3.118,0.6825
BeiDou,Open Sky,45.76,49.38,11,1.216,0.1,0.1046
GLONASS,Urban Canyon,5.0,26.74,5,5.488,5.9656,0.3942
Galileo,Open Sky,36.13,40.23,16,1.954,0.3622,0.2159
Galileo,Urban Canyon,14.13,35.5,7,3.842,3.0675,0.9237
GPS,Open Sky,32.36,41.91,11,2.245,0.1243,0.0725
GPS,Open Sky,20.11,43.01,10,1.689,1.1852,0.0504
GPS,Open Sky,45.53,40.72,13,1.706,0.1,0.0841
Galileo,Urban Canyon,34.16,31.6,6,4.123,5.0757,0.4313
BeiDou,Urban Canyon,20.29,40.83,11,4.866,5.3524,0.4017
Galileo,Open Sky,68.65,42.42,13,4.044,1.8319,0.3574
GPS,Open Sky,51.45,34.46,8,1.562,1.8575,0.1183
GPS,Open Sky,56.36,42.43,13,1.577,0.2268,0.3119
GPS,Open Sky,37.73,40.59,12,1.73,0.3122,0.1788
BeiDou,Urban Canyon,12.1,31.37,7,4.419,4.1712,0.7353
Galileo,Urban Canyon,8.14,35.85,4,2.814,4.8323,0.5918
GLONASS,Urban Canyon,27.7,34.89,7,6.575,6.952,0.5466
BeiDou,Open Sky,38.28,42.11,10,2.81,2.2907,0.1478
GPS,Open Sky,72.38,34.92,10,1.986,1.6837,0.2498
GLONASS,Urban Canyon,10.14,32.53,6,2.641,5.8719,0.6093
BeiDou,Open Sky,76.21,35.58,13,1.632,1.5888,0.2185
Galileo,Urban Canyon,22.44,38.45,8,2.534,4.1724,0.7697
GPS,Open Sky,17.47,40.61,11,1.666,1.7496,0.0638
BeiDou,Open Sky,74.99,39.17,9,1.532,1.5969,0.2808
BeiDou,Urban Canyon,35.21,35.67,7,2.932,4.2322,0.4014
Galileo,Open Sky,53.16,39.02,11,1.845,1.9203,0.2863
Galileo,Urban Canyon,27.79,30.0,7,2.579,2.7193,0.5327
GPS,Open Sky,51.42,38.29,15,2.017,0.2155,0.1438
BeiDou,Open Sky,17.72,48.0,9,2.436,0.1,0.1438
Galileo,Open Sky,16.22,41.1,10,1.596,0.57,0.2529
GPS,Open Sky,61.12,43.97,12,1.543,0.5506,0.1278
GLONASS,Open Sky,70.11,34.06,11,1.855,4.0615,0.4645
BeiDou,Open Sky,27.45,52.62,10,1.33,1.2389,0.0881
BeiDou,Urban Canyon,45.06,42.41,8,4.403,5.3415,0.8896
GPS,Urban Canyon,24.99,27.13,6,4.125,4.7161,0.6201
GPS,Open Sky,85.0,46.56,10,2.458,2.1801,0.0889
BeiDou,Open Sky,32.79,41.48,15,1.318,1.8542,0.1799
BeiDou,Open Sky,45.97,46.42,11,1.792,1.0712,0.1118
Galileo,Urban Canyon,32.97,36.24,7,5.487,5.2691,0.579
GLONASS,Urban Canyon,26.48,38.11,4,4.619,4.706,0.5465
Galileo,Open Sky,62.67,42.03,17,2.008,0.5459,0.2503
Galileo,Open Sky,48.4,30.92,11,1.971,2.9251,0.1217
GPS,Open Sky,58.43,33.75,11,1.653,1.1217,0.1872
GPS,Open Sky,59.24,41.73,8,1.224,1.3309,0.3197
GPS,Open Sky,68.31,43.85,12,1.929,1.7857,0.2348
BeiDou,Urban Canyon,33.2,37.25,7,3.752,3.3461,0.673
GPS,Open Sky,24.32,47.07,10,1.663,2.6226,0.1107
GPS,Open Sky,33.67,36.92,11,2.465,1.2591,0.0295
Galileo,Open Sky,24.87,39.34,12,1.0,0.1,0.2786
GPS,Urban Canyon,5.0,32.01,5,4.072,6.0698,0.622
GPS,Open Sky,46.95,36.51,13,1.508,0.323,0.0788
Galileo,Open Sky,59.52,41.98,13,2.395,1.6611,0.1748
Galileo,Open Sky,67.71,44.85,10,1.898,1.2605,0.0193
GLONASS,Urban Canyon,16.58,45.76,4,2.354,5.9851,0.3698
BeiDou,Open Sky,48.42,44.63,10,1.394,0.1,0.1619
GPS,Urban Canyon,5.0,35.51,6,2.739,4.3708,0.5572
BeiDou,Open Sky,47.95,51.05,12,1.296,0.7665,0.2369
BeiDou,Open Sky,41.33,40.13,14,1.753,0.3865,0.0385
BeiDou,Urban Canyon,43.13,39.92,4,2.889,5.929,0.7209
GLONASS,Urban Canyon,37.91,38.64,6,1.895,4.5407,0.8023
GLONASS,Open Sky,57.9,44.15,12,2.747,2.0658,0.1133
GLONASS,Urban Canyon,19.51,34.67,6,2.884,4.687,0.7784
GLONASS,Open Sky,59.34,39.34,13,1.895,1.1527,0.0282
GPS,Open Sky,29.78,36.77,9,2.227,2.8379,0.2395
BeiDou,Urban Canyon,36.32,27.96,4,2.584,7.0431,0.8566
Galileo,Urban Canyon,34.36,32.18,7,3.14,3.5851,0.7631
GLONASS,Open Sky,39.75,49.23,10,1.233,2.6427,0.0873
Galileo,Urban Canyon,41.02,34.05,6,4.303,5.4313,0.4789
GPS,Open Sky,45.08,40.53,13,1.0,1.1846,0.1828
Galileo,Open Sky,57.07,47.22,13,3.293,0.5255,0.0946
Galileo,Urban Canyon,26.15,28.87,7,3.455,2.4104,0.7167
Galileo,Open Sky,72.15,37.21,10,1.711,1.2539,0.0837
GPS,Urban Canyon,37.58,30.67,5,2.534,5.0001,0.5879
GPS,Urban Canyon,15.89,34.61,8,2.949,4.3464,0.8466
Galileo,Urban Canyon,31.64,38.77,6,2.879,3.4346,0.3601
Galileo,Open Sky,24.55,41.92,14,1.378,0.1,0.1446
BeiDou,Urban Canyon,32.07,36.45,7,2.987,2.4874,0.6136
GPS,Urban Canyon,29.04,35.49,10,3.154,3.0241,0.4906
GPS,Urban Canyon,24.92,38.32,7,1.998,2.9475,0.5373
GPS,Open Sky,23.96,38.35,8,1.052,2.2581,0.2968
Galileo,Open Sky,40.47,47.28,15,1.941,0.1335,0.2376
Galileo,Open Sky,53.01,34.41,14,2.051,0.9718,0.273
GLONASS,Open Sky,52.97,42.89,12,1.065,1.7249,0.1467
BeiDou,Open Sky,45.48,40.48,10,1.716,1.0554,0.1227
GPS,Urban Canyon,28.92,39.82,7,4.816,6.0953,0.5175
GLONASS,Urban Canyon,35.72,33.03,4,2.977,6.0224,0.5575
GPS,Open Sky,28.5,45.06,7,2.145,1.6416,0.0445
GPS,Open Sky,27.34,43.52,7,1.23,2.3421,0.1053
Galileo,Urban Canyon,39.15,34.94,5,3.956,4.8323,0.5716
GPS,Open Sky,42.57,46.65,14,2.027,2.4851,0.0546
GLONASS,Urban Canyon,19.51,39.8,9,5.941,6.1036,0.5219
GLONASS,Open Sky,45.15,44.28,10,1.452,0.7227,0.0412
GLONASS,Open Sky,62.52,44.29,7,1.882,0.8224,0.0193
Galileo,Open Sky,39.6,46.93,9,1.693,0.3866,0.1609
GLONASS,Urban Canyon,27.75,33.88,8,3.477,5.5723,0.8446
Galileo,Open Sky,24.31,45.39,9,1.879,1.0746,0.0739
GPS,Urban Canyon,8.66,41.16,5,3.733,5.6475,0.6649
GPS,Open Sky,30.08,39.4,7,1.595,2.8045,0.2006
GLONASS,Open Sky,33.39,37.47,14,1.756,0.7204,0.3118
BeiDou,Urban Canyon,59.7,33.37,7,2.417,4.8754,0.6799
GPS,Open Sky,45.53,42.08,15,1.445,0.5681,0.2082
Galileo,Open Sky,48.25,34.72,11,1.524,1.3107,0.1042
GLONASS,Open Sky,26.46,35.61,14,2.112,2.5607,0.0333
BeiDou,Urban Canyon,30.09,35.54,6,2.91,5.3856,0.6925
Galileo,Open Sky,44.2,32.77,13,1.953,0.4239,0.0662
GLONASS,Open Sky,48.39,43.48,15,2.975,2.7463,0.2095
GLONASS,Urban Canyon,24.37,36.76,8,3.43,5.3898,0.442
BeiDou,Urban Canyon,31.64,40.31,4,3.304,5.0531,0.5013
GPS,Urban Canyon,29.94,33.84,7,3.775,5.9556,0.6217
BeiDou,Urban Canyon,27.59,31.67,5,3.215,5.4372,0.6804
GPS,Urban Canyon,27.04,38.66,9,5.286,6.0966,0.4109
BeiDou,Open Sky,67.45,37.18,11,2.311,2.524,0.1442
GPS,Open Sky,64.5,44.16,12,1.998,1.2415,0.2866
GPS,Urban Canyon,22.5,30.46,5,2.208,3.342,0.5908
GPS,Urban Canyon,41.72,35.52,9,3.084,3.1954,0.8265
Galileo,Urban Canyon,8.33,40.65,9,4.081,2.2367,0.4877
GPS,Urban Canyon,30.74,41.88,7,5.309,5.5531,0.6535
GPS,Open Sky,52.84,42.0,7,1.78,1.7404,0.2172
Galileo,Open Sky,34.91,45.47,14,2.553,1.4337,0.0974
Galileo,Urban Canyon,10.44,36.23,8,4.016,3.549,0.5742
GLONASS,Open Sky,60.32,46.23,12,1.567,1.1472,0.1022
BeiDou,Urban Canyon,43.13,32.01,9,2.072,2.9301,0.4155
GLONASS,Urban Canyon,14.18,30.18,6,1.5,4.7766,0.7019
GPS,Open Sky,53.18,41.63,12,1.725,2.9015,0.0605
GPS,Urban Canyon,30.26,34.6,9,4.332,3.3897,0.4459
BeiDou,Urban Canyon,28.97,27.08,10,5.179,5.4696,0.6384
GPS,Urban Canyon,39.18,36.79,4,2.404,3.974,0.9498
Galileo,Open Sky,41.05,38.23,16,2.186,1.8281,0.0662
BeiDou,Urban Canyon,33.84,37.58,10,4.177,4.8129,0.6908
BeiDou,Open Sky,44.66,34.84,9,1.709,1.812,0.05
Galileo,Open Sky,57.9,41.46,10,2.871,2.198,0.1273
GLONASS,Open Sky,39.7,42.43,7,1.841,2.0575,0.1952
Galileo,Urban Canyon,25.47,33.3,6,5.614,5.3446,0.8415
GLONASS,Urban Canyon,13.3,46.96,6,4.237,4.5586,0.5391
GPS,Open Sky,43.25,36.53,10,1.128,1.5445,0.3723
GPS,Urban Canyon,26.64,40.18,9,2.876,5.0029,0.6013
GLONASS,Open Sky,28.71,38.52,15,1.418,1.064,0.1198
GPS,Urban Canyon,18.52,37.71,5,3.877,5.9145,0.5839
GLONASS,Open Sky,48.38,35.22,13,3.115,3.5355,0.0864
Galileo,Urban Canyon,46.87,31.76,7,2.06,1.6073,0.3107
BeiDou,Open Sky,52.99,50.14,7,1.703,2.8345,0.21
BeiDou,Urban Canyon,15.98,34.84,4,5.331,5.525,0.2564
Galileo,Open Sky,47.21,43.19,10,2.684,1.8621,0.4331
GLONASS,Urban Canyon,46.23,32.45,7,3.012,5.4442,0.6023
GPS,Urban Canyon,30.72,24.45,4,3.814,5.5529,0.6654
Galileo,Open Sky,56.65,43.81,9,2.251,0.583,0.197
GPS,Open Sky,67.97,44.26,11,2.475,2.611,0.0409
BeiDou,Urban Canyon,32.33,50.0,6,2.474,3.3483,0.7484
BeiDou,Urban Canyon,43.01,29.39,10,1.879,3.0629,0.7316
BeiDou,Open Sky,40.57,44.22,13,2.333,1.891,0.1587
BeiDou,Open Sky,55.8,47.05,8,1.843,0.9303,0.0314
BeiDou,Open Sky,62.63,49.99,12,3.437,3.077,0.0794
GPS,Urban Canyon,39.87,36.18,7,5.037,5.6244,0.8574
BeiDou,Urban Canyon,31.91,34.52,8,8.0,6.285,0.7098
Galileo,Open Sky,62.27,42.39,12,2.264,0.1,0.1189
Galileo,Urban Canyon,14.33,36.0,9,3.362,5.5445,0.726
Galileo,Urban Canyon,23.79,36.36,9,1.819,5.1042,0.5539
GPS,Urban Canyon,40.22,28.16,6,3.877,5.4205,0.5122
GPS,Open Sky,80.7,36.68,11,2.035,0.2971,0.0803
GPS,Open Sky,37.03,38.51,14,2.369,1.8342,0.2466
GPS,Open Sky,54.89,38.16,9,2.514,1.0182,0.422
Galileo,Open Sky,48.19,37.68,13,2.012,0.921,0.3098
BeiDou,Open Sky,49.99,41.37,12,1.921,2.2506,0.164
GLONASS,Open Sky,51.57,38.39,11,2.108,1.8515,0.1265
Galileo,Open Sky,29.3,37.62,14,1.856,0.1,0.1375
Galileo,Urban Canyon,35.67,43.49,4,5.048,4.427,0.9516
Galileo,Open Sky,36.2,41.65,10,2.826,0.9845,0.2149
GPS,Urban Canyon,30.4,38.34,8,1.5,4.4429,0.4709
BeiDou,Open Sky,60.04,42.67,11,1.147,1.4572,0.0885
GPS,Urban Canyon,26.77,32.79,8,1.86,3.8517,0.6584
GLONASS,Open Sky,29.4,40.76,10,1.87,3.1132,0.2404
GLONASS,Urban Canyon,17.18,36.25,7,4.172,6.5882,0.5523
Galileo,Urban Canyon,55.07,35.96,4,3.302,4.1515,0.6518
BeiDou,Open Sky,53.19,32.08,13,1.229,1.7636,0.0406
GPS,Urban Canyon,32.37,27.81,8,4.965,7.2293,0.8302
BeiDou,Open Sky,61.22,44.34,11,1.606,0.1,0.3028
GLONASS,Urban Canyon,5.98,35.4,5,3.615,5.7791,0.6038
GLONASS,Open Sky,62.25,45.46,9,1.693,1.084,0.2937
GLONASS,Open Sky,27.06,42.74,15,1.544,3.4875,0.3446
BeiDou,Open Sky,37.06,46.66,9,2.028,3.138,0.0241
BeiDou,Urban Canyon,41.92,34.32,6,7.165,5.4745,0.6661
Galileo,Open Sky,49.15,41.8,11,1.239,0.1984,0.2448
BeiDou,Urban Canyon,16.72,32.21,5,3.218,5.1801,0.6531
GLONASS,Open Sky,57.35,42.06,14,2.272,3.2691,0.2314
Galileo,Open Sky,44.46,40.06,8,1.481,0.1,0.0804
BeiDou,Open Sky,50.23,37.89,8,1.0,0.2073,0.1603
Galileo,Urban Canyon,33.32,39.15,6,3.384,3.902,0.3261
Galileo,Urban Canyon,29.68,27.78,6,7.395,6.2477,0.8173
GPS,Open Sky,42.9,44.0,11,1.611,1.2649,0.1548
GPS,Urban Canyon,15.22,39.72,7,1.813,5.1462,0.8986
BeiDou,Open Sky,16.66,40.71,10,1.36,2.2819,0.1389
Galileo,Open Sky,35.08,49.27,9,1.27,0.8169,0.0833
Galileo,Open Sky,55.99,42.67,9,1.397,1.2356,0.2416
GPS,Open Sky,84.45,42.14,11,1.368,0.504,0.0443
Galileo,Open Sky,59.44,38.38,9,1.21,0.6869,0.1254
BeiDou,Urban Canyon,35.43,37.35,5,6.099,4.0063,0.6257
BeiDou,Open Sky,28.1,44.73,11,1.608,0.1,0.0882
GPS,Urban Canyon,14.67,34.81,8,2.969,4.7564,0.5227
Galileo,Urban Canyon,5.0,39.38,5,3.861,3.9574,0.7784
Galileo,Urban Canyon,6.96,35.48,4,3.353,4.4151,0.7394
GLONASS,Urban Canyon,17.58,31.91,4,3.06,5.0937,0.7126
Galileo,Urban Canyon,18.52,41.73,8,2.794,4.336,0.9512
Galileo,Open Sky,26.53,42.62,12,1.426,1.4254,0.2434
Galileo,Open Sky,47.9,44.44,13,3.578,2.2152,0.5514
Galileo,Open Sky,56.16,41.99,11,1.0,1.3612,0.2512
Galileo,Urban Canyon,15.3,31.9,7,3.979,5.4886,0.7186
Galileo,Open Sky,45.4,41.26,14,1.803,1.7087,0.0901
BeiDou,Urban Canyon,11.5,37.18,11,2.702,6.3263,0.5373
GLONASS,Urban Canyon,39.77,36.98,10,3.376,4.3169,0.6095
GPS,Open Sky,50.72,42.76,15,1.909,0.4796,0.0634
BeiDou,Urban Canyon,19.15,32.89,8,3.204,3.4904,0.2955
BeiDou,Open Sky,48.5,45.32,11,3.214,0.2053,0.0766
GPS,Open Sky,76.46,43.35,10,1.912,0.9461,0.4096
Galileo,Urban Canyon,46.6,37.53,11,2.529,4.5994,0.8342
GPS,Open Sky,65.28,44.21,10,2.903,3.4606,0.3784
GLONASS,Open Sky,46.59,45.79,11,2.092,2.0798,0.3745
GPS,Open Sky,57.81,44.92,11,1.102,0.9986,0.004
GLONASS,Open Sky,53.96,47.09,12,2.315,2.8408,0.4159
GPS,Urban Canyon,29.28,34.38,7,5.438,5.6145,0.7237
Galileo,Urban Canyon,51.07,35.99,6,5.702,6.5844,0.7619
BeiDou,Open Sky,40.46,38.06,11,1.998,1.9327,0.0389
Galileo,Open Sky,58.05,48.72,10,1.048,0.1,0.2187
BeiDou,Open Sky,31.49,47.3,12,1.8,2.0171,0.158
BeiDou,Urban Canyon,33.63,33.27,9,2.713,4.0284,0.8886
BeiDou,Urban Canyon,24.47,31.05,6,2.294,4.0399,0.4106
GPS,Open Sky,57.42,45.05,8,1.0,0.1,0.2714
BeiDou,Open Sky,21.29,42.71,12,1.244,1.6026,0.1003
GPS,Urban Canyon,29.36,39.26,9,5.08,3.7071,0.7358
Galileo,Urban Canyon,35.89,34.82,8,2.926,3.7622,0.8396
BeiDou,Open Sky,69.34,37.73,11,2.088,1.6939,0.1686
GLONASS,Urban Canyon,20.16,29.07,4,6.213,6.6754,0.6672
Galileo,Open Sky,48.61,40.76,11,3.055,0.2926,0.016
Galileo,Open Sky,51.02,44.99,9,1.335,0.8195,0.0971
BeiDou,Urban Canyon,22.83,36.08,7,3.914,5.6831,0.6424
GLONASS,Open Sky,38.56,40.65,10,3.05,4.3287,0.1317
Galileo,Open Sky,57.7,39.52,13,1.682,0.1,0.285
BeiDou,Urban Canyon,8.98,36.04,5,2.514,5.0788,0.678
GPS,Urban Canyon,36.78,45.87,12,5.219,6.0082,0.3783
GPS,Open Sky,25.14,42.91,9,1.697,0.8965,0.1315
GLONASS,Urban Canyon,30.26,36.27,8,2.402,3.349,0.639
BeiDou,Urban Canyon,24.06,41.37,6,2.348,4.2655,0.7028
GPS,Urban Canyon,38.93,33.22,6,2.976,5.7008,0.6435
GPS,Urban Canyon,45.6,34.37,7,3.517,5.68,0.7281
GPS,Urban Canyon,16.7,39.41,9,3.793,4.5997,0.4942
BeiDou,Open Sky,40.84,39.37,8,2.835,2.9081,0.4119
GPS,Open Sky,33.44,44.2,10,1.157,1.4478,0.0628
Galileo,Urban Canyon,15.4,39.67,7,4.325,6.7427,0.7071
BeiDou,Urban Canyon,23.9,37.47,9,2.22,3.9373,0.6179
GPS,Open Sky,53.16,40.19,14,4.541,1.7005,0.2419
Galileo,Open Sky,20.21,40.07,9,1.567,1.4831,0.1928
Galileo,Urban Canyon,57.34,50.0,9,3.179,3.1698,0.7747
BeiDou,Open Sky,23.19,39.23,11,4.387,2.5149,0.1493
Galileo,Open Sky,36.01,40.04,10,1.027,0.1,0.0438
Galileo,Urban Canyon,31.45,33.23,9,3.57,3.6888,0.3062
GPS,Urban Canyon,32.76,29.08,7,3.878,6.1863,0.5371
GLONASS,Urban Canyon,34.23,35.66,4,3.215,3.3956,0.7798
GLONASS,Urban Canyon,20.8,34.13,8,4.33,5.8054,0.4923
GPS,Open Sky,35.66,49.35,12,1.348,1.8325,0.1901
Galileo,Urban Canyon,28.24,24.82,9,6.39,6.808,0.953
BeiDou,Open Sky,18.65,36.42,14,1.453,1.105,0.16
GPS,Open Sky,45.53,39.17,10,2.052,1.9808,0.0599
GPS,Urban Canyon,35.68,28.83,6,2.643,4.7284,0.6573
Galileo,Urban Canyon,34.44,35.78,9,2.471,2.983,0.6555
GPS,Urban Canyon,33.57,27.81,6,3.712,5.036,0.7306
GPS,Open Sky,63.66,41.87,14,1.864,0.8162,0.4483
